date,product_name,mrp,cost_price,current_price,discount_pct,stock_qty,days_to_expiry,units_sold_today,is_weekend,margin_pct,profit_per_unit,revenue_today,profit_today,units_sold_7d_avg,waste_if_unsold,loss_if_expired
2025-05-15,Potatoes 1kg,30,20,30.0,0,303,3,21,0,33.3,10.0,630.0,210.0,36.86,0,0
2025-05-16,Potatoes 1kg,30,20,21.0,30,282,2,70,0,33.3,1.0,1470.0,70.0,35.43,0,0
2025-05-17,Potatoes 1kg,30,20,24.0,20,212,1,92,1,33.3,4.0,2208.0,368.0,38.29,120,2400
2025-05-18,Potatoes 1kg,30,20,30.0,0,646,20,39,1,33.3,10.0,1170.0,390.0,45.71,0,0
2025-05-19,Potatoes 1kg,30,20,30.0,0,607,19,33,0,33.3,10.0,990.0,330.0,46.86,0,0
2025-05-20,Potatoes 1kg,30,20,30.0,0,574,18,19,0,33.3,10.0,570.0,190.0,45.86,0,0
2025-05-21,Potatoes 1kg,30,20,30.0,0,555,17,32,0,33.3,10.0,960.0,320.0,44.57,0,0
2025-05-22,Potatoes 1kg,30,20,30.0,0,523,16,35,0,33.3,10.0,1050.0,350.0,43.71,0,0
2025-05-23,Potatoes 1kg,30,20,30.0,0,488,15,33,0,33.3,10.0,990.0,330.0,45.71,0,0
2025-05-24,Potatoes 1kg,30,20,30.0,0,455,14,34,1,33.3,10.0,1020.0,340.0,40.43,0,0
2025-05-25,Potatoes 1kg,30,20,30.0,0,421,13,38,1,33.3,10.0,1140.0,380.0,32.14,0,0
2025-05-26,Potatoes 1kg,30,20,30.0,0,383,12,42,0,33.3,10.0,1260.0,420.0,32.0,0,0
2025-05-27,Potatoes 1kg,30,20,30.0,0,341,11,42,0,33.3,10.0,1260.0,420.0,33.29,0,0
2025-05-28,Potatoes 1kg,30,20,30.0,0,299,10,35,0,33.3,10.0,1050.0,350.0,36.57,0,0
2025-05-29,Potatoes 1kg,30,20,30.0,0,264,9,43,0,33.3,10.0,1290.0,430.0,37.0,0,0
2025-05-30,Potatoes 1kg,30,20,30.0,0,221,8,31,0,33.3,10.0,930.0,310.0,38.14,0,0
2025-05-31,Potatoes 1kg,30,20,30.0,0,190,7,31,1,33.3,10.0,930.0,310.0,37.86,0,0
2025-06-01,Potatoes 1kg,30,20,30.0,0,159,6,36,1,33.3,10.0,1080.0,360.0,37.43,0,0
2025-06-02,Potatoes 1kg,30,20,30.0,0,123,5,41,0,33.3,10.0,1230.0,410.0,37.14,0,0
2025-06-03,Potatoes 1kg,30,20,30.0,0,82,4,28,0,33.3,10.0,840.0,280.0,37.0,0,0
2025-06-04,Potatoes 1kg,30,20,30.0,0,54,3,21,0,33.3,10.0,630.0,210.0,35.0,0,0
2025-06-05,Potatoes 1kg,30,20,24.0,20,33,2,33,0,33.3,4.0,792.0,132.0,33.0,0,0
2025-06-06,Potatoes 1kg,30,20,30.0,0,691,20,50,0,33.3,10.0,1500.0,500.0,31.57,0,0
2025-06-07,Potatoes 1kg,30,20,30.0,0,641,19,38,1,33.3,10.0,1140.0,380.0,34.29,0,0
2025-06-08,Potatoes 1kg,30,20,30.0,0,603,18,30,1,33.3,10.0,900.0,300.0,35.29,0,0
2025-06-09,Potatoes 1kg,30,20,30.0,0,573,17,35,0,33.3,10.0,1050.0,350.0,34.43,0,0
2025-06-10,Potatoes 1kg,30,20,30.0,0,538,16,36,0,33.3,10.0,1080.0,360.0,33.57,0,0
2025-06-11,Potatoes 1kg,30,20,30.0,0,502,15,34,0,33.3,10.0,1020.0,340.0,34.71,0,0
2025-06-12,Potatoes 1kg,30,20,30.0,0,468,14,39,0,33.3,10.0,1170.0,390.0,36.57,0,0
2025-06-13,Potatoes 1kg,30,20,30.0,0,429,13,37,0,33.3,10.0,1110.0,370.0,37.43,0,0
2025-06-14,Potatoes 1kg,30,20,30.0,0,392,12,37,1,33.3,10.0,1110.0,370.0,35.57,0,0
2025-06-15,Potatoes 1kg,30,20,30.0,0,355,11,44,1,33.3,10.0,1320.0,440.0,35.43,0,0
2025-06-16,Potatoes 1kg,30,20,30.0,0,311,10,37,0,33.3,10.0,1110.0,370.0,37.43,0,0
2025-06-17,Potatoes 1kg,30,20,30.0,0,274,9,22,0,33.3,10.0,660.0,220.0,37.71,0,0
2025-06-18,Potatoes 1kg,30,20,30.0,0,252,8,41,0,33.3,10.0,1230.0,410.0,35.71,0,0
2025-06-19,Potatoes 1kg,30,20,30.0,0,211,7,38,0,33.3,10.0,1140.0,380.0,36.71,0,0
2025-06-20,Potatoes 1kg,30,20,30.0,0,173,6,41,0,33.3,10.0,1230.0,410.0,36.57,0,0
2025-06-21,Potatoes 1kg,30,20,30.0,0,132,5,47,1,33.3,10.0,1410.0,470.0,37.14,0,0
2025-06-22,Potatoes 1kg,30,20,30.0,0,85,4,28,1,33.3,10.0,840.0,280.0,38.57,0,0
2025-06-23,Potatoes 1kg,30,20,30.0,0,57,3,34,0,33.3,10.0,1020.0,340.0,36.29,0,0
2025-06-24,Potatoes 1kg,30,20,27.0,10,23,2,23,0,33.3,7.0,621.0,161.0,35.86,0,0
2025-06-25,Potatoes 1kg,30,20,30.0,0,700,20,41,0,33.3,10.0,1230.0,410.0,36.0,0,0
2025-06-26,Potatoes 1kg,30,20,30.0,0,659,19,32,0,33.3,10.0,960.0,320.0,36.0,0,0
2025-06-27,Potatoes 1kg,30,20,30.0,0,627,18,33,0,33.3,10.0,990.0,330.0,35.14,0,0
2025-06-28,Potatoes 1kg,30,20,30.0,0,594,17,37,1,33.3,10.0,1110.0,370.0,34.0,0,0
2025-06-29,Potatoes 1kg,30,20,30.0,0,557,16,37,1,33.3,10.0,1110.0,370.0,32.57,0,0
2025-01-01,Spinach Bunch,30,18,24.0,20,19,2,10,0,40.0,6.0,240.0,60.0,10.0,0,0
2025-01-02,Spinach Bunch,30,18,21.0,30,9,1,9,0,40.0,3.0,189.0,27.0,10.0,0,0
2025-01-03,Spinach Bunch,30,18,27.0,10,18,2,14,0,40.0,9.0,378.0,126.0,9.5,0,0
2025-01-04,Spinach Bunch,30,18,27.0,10,4,1,4,1,40.0,9.0,108.0,36.0,11.0,0,0
2025-01-05,Spinach Bunch,30,18,24.0,20,19,2,14,1,40.0,6.0,336.0,84.0,9.25,0,0
2025-01-06,Spinach Bunch,30,18,28.5,5,5,1,3,0,40.0,10.5,85.5,31.5,10.2,2,36
2025-01-07,Spinach Bunch,30,18,18.0,40,23,2,14,0,40.0,0.0,252.0,0.0,9.0,0,0
2025-01-08,Spinach Bunch,30,18,24.0,20,9,1,9,0,40.0,6.0,216.0,54.0,9.71,0,0
2025-01-09,Spinach Bunch,30,18,21.0,30,19,2,19,0,40.0,3.0,399.0,57.0,9.57,0,0
2025-01-10,Spinach Bunch,30,18,28.5,5,20,2,12,0,40.0,10.5,342.0,126.0,11.0,0,0
2025-01-11,Spinach Bunch,30,18,24.0,20,8,1,8,1,40.0,6.0,192.0,48.0,10.71,0,0
2025-01-12,Spinach Bunch,30,18,21.0,30,19,2,18,1,40.0,3.0,378.0,54.0,11.29,0,0
2025-01-13,Spinach Bunch,30,18,27.0,10,1,1,1,0,40.0,9.0,27.0,9.0,11.86,0,0
2025-01-14,Spinach Bunch,30,18,28.5,5,17,2,17,0,40.0,10.5,484.5,178.5,11.57,0,0
2025-01-15,Spinach Bunch,30,18,24.0,20,22,2,14,0,40.0,6.0,336.0,84.0,12.0,0,0
2025-01-16,Spinach Bunch,30,18,21.0,30,8,1,8,0,40.0,3.0,168.0,24.0,12.71,0,0
2025-01-17,Spinach Bunch,30,18,24.0,20,18,2,18,0,40.0,6.0,432.0,108.0,11.14,0,0
2025-01-18,Spinach Bunch,30,18,27.0,10,21,2,16,1,40.0,9.0,432.0,144.0,12.0,0,0
2025-01-19,Spinach Bunch,30,18,21.0,30,5,1,5,1,40.0,3.0,105.0,15.0,13.14,0,0
2025-01-20,Spinach Bunch,30,18,27.0,10,17,2,7,0,40.0,9.0,189.0,63.0,11.29,0,0
2025-01-21,Spinach Bunch,30,18,28.5,5,10,1,9,0,40.0,10.5,256.5,94.5,12.14,1,18
2025-01-22,Spinach Bunch,30,18,24.0,20,18,2,18,0,40.0,6.0,432.0,108.0,11.0,0,0
2025-01-23,Spinach Bunch,30,18,27.0,10,18,2,15,0,40.0,9.0,405.0,135.0,11.57,0,0
2025-01-24,Spinach Bunch,30,18,28.5,5,3,1,3,0,40.0,10.5,85.5,31.5,12.57,0,0
2025-01-25,Spinach Bunch,30,18,24.0,20,18,2,11,1,40.0,6.0,264.0,66.0,10.43,0,0
2025-01-26,Spinach Bunch,30,18,21.0,30,7,1,7,1,40.0,3.0,147.0,21.0,9.71,0,0
2025-01-27,Spinach Bunch,30,18,27.0,10,19,2,19,0,40.0,9.0,513.0,171.0,10.0,0,0
2025-01-28,Spinach Bunch,30,18,18.0,40,18,2,18,0,40.0,0.0,324.0,0.0,11.71,0,0
2025-01-29,Spinach Bunch,30,18,28.5,5,17,2,13,0,40.0,10.5,370.5,136.5,13.0,0,0
2025-01-30,Spinach Bunch,30,18,28.5,5,4,1,4,0,40.0,10.5,114.0,42.0,12.29,0,0
2025-01-31,Spinach Bunch,30,18,30.0,0,17,2,12,0,40.0,12.0,360.0,144.0,10.71,0,0
2025-02-01,Spinach Bunch,30,18,18.0,40,5,1,5,1,40.0,0.0,90.0,0.0,12.0,0,0
2025-02-02,Spinach Bunch,30,18,24.0,20,23,2,18,1,40.0,6.0,432.0,108.0,11.14,0,0
2025-02-03,Spinach Bunch,30,18,24.0,20,5,1,5,0,40.0,6.0,120.0,30.0,12.71,0,0
2025-02-04,Spinach Bunch,30,18,24.0,20,21,2,14,0,40.0,6.0,336.0,84.0,10.71,0,0
2025-02-05,Spinach Bunch,30,18,27.0,10,7,1,7,0,40.0,9.0,189.0,63.0,10.14,0,0
2025-02-06,Spinach Bunch,30,18,24.0,20,18,2,18,0,40.0,6.0,432.0,108.0,9.29,0,0
2025-02-07,Spinach Bunch,30,18,21.0,30,23,2,17,0,40.0,3.0,357.0,51.0,11.29,0,0
2025-02-08,Spinach Bunch,30,18,28.5,5,6,1,6,1,40.0,10.5,171.0,63.0,12.0,0,0
2025-02-09,Spinach Bunch,30,18,27.0,10,16,2,16,1,40.0,9.0,432.0,144.0,12.14,0,0
2025-02-10,Spinach Bunch,30,18,28.5,5,18,2,11,0,40.0,10.5,313.5,115.5,11.86,0,0
2025-02-11,Spinach Bunch,30,18,21.0,30,7,1,7,0,40.0,3.0,147.0,21.0,12.71,0,0
2025-02-12,Spinach Bunch,30,18,24.0,20,17,2,15,0,40.0,6.0,360.0,90.0,11.71,0,0
2025-02-13,Spinach Bunch,30,18,27.0,10,2,1,2,0,40.0,9.0,54.0,18.0,12.86,0,0
2025-02-14,Spinach Bunch,30,18,24.0,20,21,2,21,0,40.0,6.0,504.0,126.0,10.57,0,0
2025-02-15,Spinach Bunch,30,18,28.5,5,16,2,14,1,40.0,10.5,399.0,147.0,11.14,0,0
2025-02-16,Spinach Bunch,30,18,24.0,20,2,1,2,1,40.0,6.0,48.0,12.0,12.29,0,0
2025-02-17,Spinach Bunch,30,18,24.0,20,21,2,15,0,40.0,6.0,360.0,90.0,10.29,0,0
2025-02-18,Spinach Bunch,30,18,28.5,5,6,1,6,0,40.0,10.5,171.0,63.0,10.86,0,0
2025-02-19,Spinach Bunch,30,18,24.0,20,23,2,14,0,40.0,6.0,336.0,84.0,10.71,0,0
2025-02-20,Spinach Bunch,30,18,24.0,20,9,1,9,0,40.0,6.0,216.0,54.0,10.57,0,0
2025-02-21,Spinach Bunch,30,18,30.0,0,17,2,8,0,40.0,12.0,240.0,96.0,11.57,0,0
2025-02-22,Spinach Bunch,30,18,24.0,20,9,1,9,1,40.0,6.0,216.0,54.0,9.71,0,0
2025-02-23,Spinach Bunch,30,18,24.0,20,18,2,18,1,40.0,6.0,432.0,108.0,9.0,0,0
2025-02-24,Spinach Bunch,30,18,18.0,40,17,2,17,0,40.0,0.0,306.0,0.0,11.29,0,0
2025-02-25,Spinach Bunch,30,18,27.0,10,16,2,13,0,40.0,9.0,351.0,117.0,11.57,0,0
2025-02-26,Spinach Bunch,30,18,27.0,10,3,1,3,0,40.0,9.0,81.0,27.0,12.57,0,0
2025-02-27,Spinach Bunch,30,18,27.0,10,17,2,10,0,40.0,9.0,270.0,90.0,11.0,0,0
2025-02-28,Spinach Bunch,30,18,24.0,20,7,1,7,0,40.0,6.0,168.0,42.0,11.14,0,0
2025-03-01,Spinach Bunch,30,18,24.0,20,21,2,20,1,40.0,6.0,480.0,120.0,11.0,0,0
2025-03-02,Spinach Bunch,30,18,28.5,5,1,1,1,1,40.0,10.5,28.5,10.5,12.57,0,0
2025-03-03,Spinach Bunch,30,18,28.5,5,19,2,12,0,40.0,10.5,342.0,126.0,10.14,0,0
2025-03-04,Spinach Bunch,30,18,27.0,10,7,1,7,0,40.0,9.0,189.0,63.0,9.43,0,0
2025-03-05,Spinach Bunch,30,18,18.0,40,19,2,16,0,40.0,0.0,288.0,0.0,8.57,0,0
2025-03-06,Spinach Bunch,30,18,27.0,10,3,1,3,0,40.0,9.0,81.0,27.0,10.43,0,0
2025-03-07,Spinach Bunch,30,18,28.5,5,20,2,12,0,40.0,10.5,342.0,126.0,9.43,0,0
2025-03-08,Spinach Bunch,30,18,21.0,30,8,1,8,1,40.0,3.0,168.0,24.0,10.14,0,0
2025-03-09,Spinach Bunch,30,18,21.0,30,17,2,17,1,40.0,3.0,357.0,51.0,8.43,0,0
2025-03-10,Spinach Bunch,30,18,28.5,5,23,2,13,0,40.0,10.5,370.5,136.5,10.71,0,0
2025-03-11,Spinach Bunch,30,18,28.5,5,10,1,10,0,40.0,10.5,285.0,105.0,10.86,0,0
2025-03-12,Spinach Bunch,30,18,27.0,10,23,2,17,0,40.0,9.0,459.0,153.0,11.29,0,0
2025-03-13,Spinach Bunch,30,18,24.0,20,6,1,6,0,40.0,6.0,144.0,36.0,11.43,0,0
2025-03-14,Spinach Bunch,30,18,28.5,5,19,2,10,0,40.0,10.5,285.0,105.0,11.86,0,0
2025-03-15,Spinach Bunch,30,18,24.0,20,9,1,9,1,40.0,6.0,216.0,54.0,11.57,0,0
2025-03-16,Spinach Bunch,30,18,24.0,20,20,2,16,1,40.0,6.0,384.0,96.0,11.71,0,0
2025-03-17,Spinach Bunch,30,18,24.0,20,4,1,4,0,40.0,6.0,96.0,24.0,11.57,0,0
2025-03-18,Spinach Bunch,30,18,28.5,5,21,2,9,0,40.0,10.5,256.5,94.5,10.29,0,0
2025-03-19,Spinach Bunch,30,18,24.0,20,12,1,8,0,40.0,6.0,192.0,48.0,10.14,4,72
2025-03-20,Spinach Bunch,30,18,24.0,20,23,2,20,0,40.0,6.0,480.0,120.0,8.86,0,0
2025-03-21,Spinach Bunch,30,18,21.0,30,3,1,3,0,40.0,3.0,63.0,9.0,10.86,0,0
2025-03-22,Spinach Bunch,30,18,24.0,20,18,2,16,1,40.0,6.0,384.0,96.0,9.86,0,0
2025-03-23,Spinach Bunch,30,18,21.0,30,2,1,2,1,40.0,3.0,42.0,6.0,10.86,0,0
2025-03-24,Spinach Bunch,30,18,28.5,5,21,2,7,0,40.0,10.5,199.5,73.5,8.86,0,0
2025-03-25,Spinach Bunch,30,18,28.5,5,14,1,8,0,40.0,10.5,228.0,84.0,9.29,6,108
2025-03-26,Spinach Bunch,30,18,27.0,10,19,2,15,0,40.0,9.0,405.0,135.0,9.14,0,0
2025-03-27,Spinach Bunch,30,18,27.0,10,4,1,4,0,40.0,9.0,108.0,36.0,10.14,0,0
2025-03-28,Spinach Bunch,30,18,24.0,20,19,2,14,0,40.0,6.0,336.0,84.0,7.86,0,0
2025-03-29,Spinach Bunch,30,18,28.5,5,5,1,5,1,40.0,10.5,142.5,52.5,9.43,0,0
2025-03-30,Spinach Bunch,30,18,28.5,5,21,2,19,1,40.0,10.5,541.5,199.5,7.86,0,0
2025-03-31,Spinach Bunch,30,18,30.0,0,2,1,2,0,40.0,12.0,60.0,24.0,10.29,0,0
2025-04-01,Spinach Bunch,30,18,21.0,30,21,2,13,0,40.0,3.0,273.0,39.0,9.57,0,0
2025-04-02,Spinach Bunch,30,18,27.0,10,8,1,8,0,40.0,9.0,216.0,72.0,10.29,0,0
2025-04-03,Spinach Bunch,30,18,27.0,10,21,2,10,0,40.0,9.0,270.0,90.0,9.29,0,0
2025-04-04,Spinach Bunch,30,18,28.5,5,11,1,11,0,40.0,10.5,313.5,115.5,10.14,0,0
2025-04-05,Spinach Bunch,30,18,24.0,20,18,2,18,1,40.0,6.0,432.0,108.0,9.71,0,0
2025-04-06,Spinach Bunch,30,18,18.0,40,19,2,19,1,40.0,0.0,342.0,0.0,11.57,0,0
2025-04-07,Spinach Bunch,30,18,27.0,10,21,2,11,0,40.0,9.0,297.0,99.0,11.57,0,0
2025-04-08,Spinach Bunch,30,18,30.0,0,10,1,3,0,40.0,12.0,90.0,36.0,12.86,7,126
2025-04-09,Spinach Bunch,30,18,28.5,5,21,2,17,0,40.0,10.5,484.5,178.5,11.43,0,0
2025-04-10,Spinach Bunch,30,18,21.0,30,4,1,4,0,40.0,3.0,84.0,12.0,12.71,0,0
2025-04-11,Spinach Bunch,30,18,27.0,10,17,2,13,0,40.0,9.0,351.0,117.0,11.86,0,0
2025-04-12,Spinach Bunch,30,18,18.0,40,4,1,4,1,40.0,0.0,72.0,0.0,12.14,0,0
2025-04-13,Spinach Bunch,30,18,18.0,40,17,2,17,1,40.0,0.0,306.0,0.0,10.14,0,0
2025-04-14,Spinach Bunch,30,18,28.5,5,20,2,14,0,40.0,10.5,399.0,147.0,9.86,0,0
2025-04-15,Spinach Bunch,30,18,24.0,20,6,1,6,0,40.0,6.0,144.0,36.0,10.29,0,0
2025-04-16,Spinach Bunch,30,18,28.5,5,17,2,7,0,40.0,10.5,199.5,73.5,10.71,0,0
2025-04-17,Spinach Bunch,30,18,28.5,5,10,1,10,0,40.0,10.5,285.0,105.0,9.29,0,0
2025-04-18,Spinach Bunch,30,18,27.0,10,21,2,12,0,40.0,9.0,324.0,108.0,10.14,0,0
2025-04-19,Spinach Bunch,30,18,27.0,10,9,1,9,1,40.0,9.0,243.0,81.0,10.0,0,0
2025-04-20,Spinach Bunch,30,18,18.0,40,20,2,18,1,40.0,0.0,324.0,0.0,10.71,0,0
2025-04-21,Spinach Bunch,30,18,28.5,5,2,1,2,0,40.0,10.5,57.0,21.0,10.86,0,0
2025-04-22,Spinach Bunch,30,18,24.0,20,17,2,15,0,40.0,6.0,360.0,90.0,9.14,0,0
2025-04-23,Spinach Bunch,30,18,18.0,40,2,1,2,0,40.0,0.0,36.0,0.0,10.43,0,0
2025-04-24,Spinach Bunch,30,18,18.0,40,19,2,17,0,40.0,0.0,306.0,0.0,9.71,0,0
2025-04-25,Spinach Bunch,30,18,21.0,30,2,1,2,0,40.0,3.0,42.0,6.0,10.71,0,0
2025-04-26,Spinach Bunch,30,18,24.0,20,23,2,22,1,40.0,6.0,528.0,132.0,9.29,0,0
2025-04-27,Spinach Bunch,30,18,21.0,30,1,1,1,1,40.0,3.0,21.0,3.0,11.14,0,0
2025-04-28,Spinach Bunch,30,18,30.0,0,18,2,11,0,40.0,12.0,330.0,132.0,8.71,0,0
2025-04-29,Spinach Bunch,30,18,18.0,40,7,1,7,0,40.0,0.0,126.0,0.0,10.0,0,0
2025-04-30,Spinach Bunch,30,18,24.0,20,17,2,17,0,40.0,6.0,408.0,102.0,8.86,0,0
2025-05-01,Spinach Bunch,30,18,24.0,20,19,2,17,0,40.0,6.0,408.0,102.0,11.0,0,0
2025-05-02,Spinach Bunch,30,18,27.0,10,2,1,2,0,40.0,9.0,54.0,18.0,11.0,0,0
2025-05-03,Spinach Bunch,30,18,27.0,10,23,2,12,1,40.0,9.0,324.0,108.0,11.0,0,0
2025-05-04,Spinach Bunch,30,18,24.0,20,11,1,11,1,40.0,6.0,264.0,66.0,9.57,0,0
2025-05-05,Spinach Bunch,30,18,30.0,0,17,2,13,0,40.0,12.0,390.0,156.0,11.0,0,0
2025-05-06,Spinach Bunch,30,18,24.0,20,4,1,4,0,40.0,6.0,96.0,24.0,11.29,0,0
2025-05-07,Spinach Bunch,30,18,27.0,10,16,2,14,0,40.0,9.0,378.0,126.0,10.86,0,0
2025-05-08,Spinach Bunch,30,18,27.0,10,2,1,2,0,40.0,9.0,54.0,18.0,10.43,0,0
2025-05-09,Spinach Bunch,30,18,24.0,20,21,2,16,0,40.0,6.0,384.0,96.0,8.29,0,0
2025-05-10,Spinach Bunch,30,18,28.5,5,5,1,5,1,40.0,10.5,142.5,52.5,10.29,0,0
2025-05-11,Spinach Bunch,30,18,21.0,30,21,2,10,1,40.0,3.0,210.0,30.0,9.29,0,0
2025-05-12,Spinach Bunch,30,18,30.0,0,11,1,4,0,40.0,12.0,120.0,48.0,9.14,7,126
2025-05-13,Spinach Bunch,30,18,30.0,0,19,2,7,0,40.0,12.0,210.0,84.0,7.86,0,0
2025-05-14,Spinach Bunch,30,18,24.0,20,12,1,11,0,40.0,6.0,264.0,66.0,8.29,1,18
2025-05-15,Spinach Bunch,30,18,18.0,40,23,2,19,0,40.0,0.0,342.0,0.0,7.86,0,0
2025-05-16,Spinach Bunch,30,18,21.0,30,4,1,4,0,40.0,3.0,84.0,12.0,10.29,0,0
2025-05-17,Spinach Bunch,30,18,28.5,5,17,2,13,1,40.0,10.5,370.5,136.5,8.57,0,0
2025-05-18,Spinach Bunch,30,18,30.0,0,4,1,4,1,40.0,12.0,120.0,48.0,9.71,0,0
2025-05-19,Spinach Bunch,30,18,28.5,5,19,2,10,0,40.0,10.5,285.0,105.0,8.86,0,0
2025-05-20,Spinach Bunch,30,18,27.0,10,9,1,4,0,40.0,9.0,108.0,36.0,9.71,5,90
2025-05-21,Spinach Bunch,30,18,28.5,5,17,2,12,0,40.0,10.5,342.0,126.0,9.29,0,0
2025-05-22,Spinach Bunch,30,18,28.5,5,5,1,5,0,40.0,10.5,142.5,52.5,9.43,0,0
2025-05-23,Spinach Bunch,30,18,30.0,0,17,2,9,0,40.0,12.0,270.0,108.0,7.43,0,0
2025-05-24,Spinach Bunch,30,18,27.0,10,8,1,8,1,40.0,9.0,216.0,72.0,8.14,0,0
2025-05-25,Spinach Bunch,30,18,27.0,10,18,2,13,1,40.0,9.0,351.0,117.0,7.43,0,0
2025-05-26,Spinach Bunch,30,18,24.0,20,5,1,5,0,40.0,6.0,120.0,30.0,8.71,0,0
2025-05-27,Spinach Bunch,30,18,21.0,30,17,2,17,0,40.0,3.0,357.0,51.0,8.0,0,0
2025-05-28,Spinach Bunch,30,18,21.0,30,18,2,18,0,40.0,3.0,378.0,54.0,9.86,0,0
2025-05-29,Spinach Bunch,30,18,28.5,5,19,2,13,0,40.0,10.5,370.5,136.5,10.71,0,0
2025-05-30,Spinach Bunch,30,18,28.5,5,6,1,6,0,40.0,10.5,171.0,63.0,11.86,0,0
2025-05-31,Spinach Bunch,30,18,27.0,10,17,2,17,1,40.0,9.0,459.0,153.0,11.43,0,0
2025-06-01,Spinach Bunch,30,18,24.0,20,22,2,22,1,40.0,6.0,528.0,132.0,12.71,0,0
2025-06-02,Spinach Bunch,30,18,18.0,40,21,2,17,0,40.0,0.0,306.0,0.0,14.0,0,0
2025-06-03,Spinach Bunch,30,18,28.5,5,4,1,4,0,40.0,10.5,114.0,42.0,15.71,0,0
2025-06-04,Spinach Bunch,30,18,24.0,20,18,2,14,0,40.0,6.0,336.0,84.0,13.86,0,0
2025-06-05,Spinach Bunch,30,18,21.0,30,4,1,4,0,40.0,3.0,84.0,12.0,13.29,0,0
2025-06-06,Spinach Bunch,30,18,18.0,40,20,2,17,0,40.0,0.0,306.0,0.0,12.0,0,0
2025-06-07,Spinach Bunch,30,18,30.0,0,3,1,3,1,40.0,12.0,90.0,36.0,13.57,0,0
2025-06-08,Spinach Bunch,30,18,27.0,10,21,2,11,1,40.0,9.0,297.0,99.0,11.57,0,0
2025-06-09,Spinach Bunch,30,18,27.0,10,10,1,10,0,40.0,9.0,270.0,90.0,10.0,0,0
2025-06-10,Spinach Bunch,30,18,27.0,10,21,2,12,0,40.0,9.0,324.0,108.0,9.0,0,0
2025-06-11,Spinach Bunch,30,18,18.0,40,9,1,9,0,40.0,0.0,162.0,0.0,10.14,0,0
2025-06-12,Spinach Bunch,30,18,24.0,20,17,2,17,0,40.0,6.0,408.0,102.0,9.43,0,0
2025-06-13,Spinach Bunch,30,18,28.5,5,17,2,11,0,40.0,10.5,313.5,115.5,11.29,0,0
2025-06-14,Spinach Bunch,30,18,21.0,30,6,1,6,1,40.0,3.0,126.0,18.0,10.43,0,0
2025-06-15,Spinach Bunch,30,18,27.0,10,17,2,17,1,40.0,9.0,459.0,153.0,10.86,0,0
2025-06-16,Spinach Bunch,30,18,21.0,30,21,2,14,0,40.0,3.0,294.0,42.0,11.71,0,0
2025-06-17,Spinach Bunch,30,18,30.0,0,7,1,7,0,40.0,12.0,210.0,84.0,12.29,0,0
2025-06-18,Spinach Bunch,30,18,27.0,10,20,2,12,0,40.0,9.0,324.0,108.0,11.57,0,0
2025-06-19,Spinach Bunch,30,18,24.0,20,8,1,8,0,40.0,6.0,192.0,48.0,12.0,0,0
2025-06-20,Spinach Bunch,30,18,21.0,30,23,2,23,0,40.0,3.0,483.0,69.0,10.71,0,0
2025-06-21,Spinach Bunch,30,18,21.0,30,22,2,19,1,40.0,3.0,399.0,57.0,12.43,0,0
2025-06-22,Spinach Bunch,30,18,18.0,40,3,1,3,1,40.0,0.0,54.0,0.0,14.29,0,0
2025-06-23,Spinach Bunch,30,18,24.0,20,18,2,12,0,40.0,6.0,288.0,72.0,12.29,0,0
2025-06-24,Spinach Bunch,30,18,28.5,5,6,1,6,0,40.0,10.5,171.0,63.0,12.0,0,0
2025-06-25,Spinach Bunch,30,18,30.0,0,22,2,11,0,40.0,12.0,330.0,132.0,11.86,0,0
2025-06-26,Spinach Bunch,30,18,30.0,0,11,1,8,0,40.0,12.0,240.0,96.0,11.71,3,54
2025-06-27,Spinach Bunch,30,18,27.0,10,22,2,18,0,40.0,9.0,486.0,162.0,11.71,0,0
2025-06-28,Spinach Bunch,30,18,28.5,5,4,1,4,1,40.0,10.5,114.0,42.0,11.0,0,0
2025-06-29,Spinach Bunch,30,18,18.0,40,16,2,16,1,40.0,0.0,288.0,0.0,8.86,0,0
2025-01-01,Tomatoes,40,28,40.0,0,58,4,11,0,30.0,12.0,440.0,132.0,11.0,0,0
2025-01-02,Tomatoes,40,28,40.0,0,47,3,14,0,30.0,12.0,560.0,168.0,11.0,0,0
2025-01-03,Tomatoes,40,28,24.0,40,33,2,20,0,30.0,-4.0,480.0,-80.0,12.5,0,0
2025-01-04,Tomatoes,40,28,36.0,10,13,1,13,1,30.0,8.0,468.0,104.0,15.0,0,0
2025-01-05,Tomatoes,40,28,40.0,0,59,4,13,1,30.0,12.0,520.0,156.0,14.5,0,0
2025-01-06,Tomatoes,40,28,40.0,0,46,3,12,0,30.0,12.0,480.0,144.0,14.2,0,0
2025-01-07,Tomatoes,40,28,28.0,30,34,2,25,0,30.0,0.0,700.0,0.0,13.83,0,0
2025-01-08,Tomatoes,40,28,36.0,10,9,1,9,0,30.0,8.0,324.0,72.0,15.43,0,0
2025-01-09,Tomatoes,40,28,40.0,0,52,4,4,0,30.0,12.0,160.0,48.0,15.14,0,0
2025-01-10,Tomatoes,40,28,40.0,0,48,3,15,0,30.0,12.0,600.0,180.0,13.71,0,0
2025-01-11,Tomatoes,40,28,24.0,40,33,2,28,1,30.0,-4.0,672.0,-112.0,13.0,0,0
2025-01-12,Tomatoes,40,28,32.0,20,5,1,5,1,30.0,4.0,160.0,20.0,15.14,0,0
